index,layout,letters,positions,average_score,engram_key_preference,engram_row_separation,engram_same_row,engram_same_finger,engram_order
241,"etaoinsrhldcumfpybgwvkxjqz -> DJFESKL;AIVMUROWC,Z.XPQ['/",xpom  ulfkhiea  tnsrgvyd  cbwzjq,"DJFESKL;AIVMUROWC,Z.XPQ['/",0.7509,0.06392720549251346,1.0,0.9140932785871273,0.891885010464122,0.8846799825424952
242,"etaoinsrhldcumfpgwybvkxjqz -> DJFES;LKAIVMRUWOC,Z[XPQ.'/",xfou  mlpkhiea  trsnyvgd  cwjzbq,"DJFES;LKAIVMRUWOC,Z[XPQ.'/",0.7509,0.06392720549251346,1.0,0.9140932785871273,0.891885010464122,0.8846799825424952
243,"etaoinsrhldcumfpwygbvkxjqz -> DJSEFKL;AIVMRUWO,CZ.QPX['/",vfou  mlpkhaei  tnsrgxyd  cwbzjq,"DJSEFKL;AIVMRUWO,CZ.QPX['/",0.7509,0.06392720549251346,1.0,0.9140932785871273,0.891885010464122,0.8846799825424952
244,"etaoinsrhldcumfpwygbvkxjqz -> DJSEFK;LAIVMURWO,CZ.QPX'[/",vfom  ulpkhaei  tnrsgxyd  cwbzqj,"DJSEFK;LAIVMURWO,CZ.QPX'[/",0.7509,0.06392720549251346,1.0,0.9140932785871273,0.891885010464122,0.8846799825424952
245,"etaoinsrhldcumfpgwybvkxjqz -> DJSEFKL;AIVMURWOC,Z.QPX['/",vfom  ulpkhaei  tnsryxgd  cwbzjq,"DJSEFKL;AIVMURWOC,Z.QPX['/",0.7509,0.06392720549251346,1.0,0.9140932785871273,0.891885010464122,0.8846799825424952
246,"etaoinsrhldcumfpwygbvkxjqz -> DJFESKL;AIVMRUWO,CZ.XPQ['/",xfou  mlpkhiea  tnsrgvyd  cwbzjq,"DJFESKL;AIVMRUWO,CZ.XPQ['/",0.7509,0.06392720549251346,1.0,0.9140932785871273,0.891885010464122,0.8846799825424952
247,"etaoinsrhldcumfpwygbvkxjqz -> DJFES;LKAIVMURWO,CZ[XPQ.'/",xfom  ulpkhiea  trsngvyd  cwjzbq,"DJFES;LKAIVMURWO,CZ[XPQ.'/",0.7509,0.06392720549251346,1.0,0.9140932785871273,0.891885010464122,0.8846799825424952
248,"etaoinsrhldmfwyvkjcupgbxqz -> KFJILASD;EVURMOCW,Z[XPQ.'/",bklf  moygnsrt  aeihcpvd  wjxzuq,"KFJILASD;EVURMOCW,Z[XPQ.'/",0.7509,0.06392720549251346,1.0,0.9140932785871273,0.891885010464122,0.8846799825424952
249,"etaoinsrhldcumfpgwybvkxjqz -> DJFESKL;AIVMURWOC,Z.XPQ['/",xfom  ulpkhiea  tnsryvgd  cwbzjq,"DJFESKL;AIVMURWOC,Z.XPQ['/",0.7509,0.06392720549251346,1.0,0.9140932785871273,0.891885010464122,0.8846799825424952
250,"etaoinsrhldcumfpgwybvkxjqz -> DJSEF;LKAIVMURWOC,Z[QPX.'/",vfom  ulpkhaei  trsnyxgd  cwjzbq,"DJSEF;LKAIVMURWOC,Z[QPX.'/",0.7509,0.06392720549251346,1.0,0.9140932785871273,0.891885010464122,0.8846799825424952
251,"etaoinsrhldcumfpwygbvkxjqz -> DJFES;LKAIVMRUWO,CZ[XPQ.'/",xfou  mlpkhiea  trsngvyd  cwjzbq,"DJFES;LKAIVMRUWO,CZ[XPQ.'/",0.7509,0.06392720549251346,1.0,0.9140932785871273,0.891885010464122,0.8846799825424952
252,"etaoinsrhldcumfpwygbvkxjqz -> DJSEFL;KAIVMURWO,CZ[QPX'./",vfom  ulpkhaei  trnsgxyd  cwqzbj,"DJSEFL;KAIVMURWO,CZ[QPX'./",0.7509,0.06392720549251346,1.0,0.9140932785871273,0.891885010464122,0.8846799825424952
253,"etaoinsrhldcumfpwygbvkxjqz -> DJFESLK;AIVMRUWO,CZ'XPQ[./",xfou  mlpkhiea  tsnrgvyd  cwqzjb,"DJFESLK;AIVMRUWO,CZ'XPQ[./",0.7509,0.06392720549251346,1.0,0.9140932785871273,0.891885010464122,0.8846799825424952
254,"etaoinsrhldmfwykxjcupgbvqz -> KFJILASD;EVURMOCW,Z[XPQ.'/",bxlf  moygnsrt  aeihcpkd  wjvzuq,"KFJILASD;EVURMOCW,Z[XPQ.'/",0.7509,0.06392720549251346,1.0,0.9140932785871273,0.891885010464122,0.8846799825424952
255,"etaoinsrhldcmgwyvkufpbxjqz -> JFILKASD;EVURMCW,OX[PQZ.'/",bylm  cakpnsrt  eiohxuwd  gvjzfq,"JFILKASD;EVURMCW,OX[PQZ.'/",0.7509,0.06392720549251346,1.0,0.9140932785871273,0.891885010464122,0.8846799825424952
256,"etaoinsrhldcumfpgwybvkxjqz -> DJSEFL;KAIVMURWOC,Z[QPX'./",vfom  ulpkhaei  trnsyxgd  cwqzbj,"DJSEFL;KAIVMURWOC,Z[QPX'./",0.7509,0.06392720549251346,1.0,0.9140932785871273,0.891885010464122,0.8846799825424952
257,"etaoinsrhldumwykxjcfpgbvqz -> KFJILASD;EVRUMOCW,Z[XPQ.'/",bxlu  moygnsrt  aeihcpkd  wjvzfq,"KFJILASD;EVRUMOCW,Z[XPQ.'/",0.7509,0.06392720549251346,1.0,0.9140932785871273,0.891885010464122,0.8846799825424952
258,"etaoinsrhldcumfpgwybvkxjqz -> DJSEFK;LAIVMURWOC,Z.QPX'[/",vfom  ulpkhaei  tnrsyxgd  cwbzqj,"DJSEFK;LAIVMURWOC,Z.QPX'[/",0.7509,0.06392720549251346,1.0,0.9140932785871273,0.891885010464122,0.8846799825424952
259,"etaoinsrhldcumfpgwybvkxjqz -> DJSEFKL;AIVMRUWOC,Z.QPX['/",vfou  mlpkhaei  tnsryxgd  cwbzjq,"DJSEFKL;AIVMRUWOC,Z.QPX['/",0.7509,0.06392720549251346,1.0,0.9140932785871273,0.891885010464122,0.8846799825424952
260,"etaoinsrhldcumfpgwybvkxjqz -> DJFESLK;AIVMRUWOC,Z'XPQ[./",xfou  mlpkhiea  tsnryvgd  cwqzjb,"DJFESLK;AIVMRUWOC,Z'XPQ[./",0.7509,0.06392720549251346,1.0,0.9140932785871273,0.891885010464122,0.8846799825424952
261,"etaoinsrhldcmgwyvkufpbxjqz -> JFILKSAD;EVURMCW,OP/XQZ[.'",bylm  cakusnrt  eiohxpwd  gvqfjz,"JFILKSAD;EVURMCW,OP/XQZ[.'",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
262,"etaoinsrhldcumfpwygbvkxjqz -> DJSEF;LKAIVMRUWO,CQ/ZPX['.",gfou  mlpkhaei  trsnvxyd  cwzbjq,"DJSEF;LKAIVMRUWO,CQ/ZPX['.",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
263,"etaoinsrhldcumfpgwybvkxjqz -> DJFESLK;AIVMRUWOC,X/ZPQ'.[",xfou  mlpkhiea  tsnrvygd  cwqbzj,"DJFESLK;AIVMRUWOC,X/ZPQ'.[",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
264,"etaoinsrhldcumfwykpgbvxjqz -> DJSEFK;LAIVMURW,COQ/ZPX.['",pfom  ulkvhaei  tnrsbxyd  cwjgqz,"DJSEFK;LAIVMURW,COQ/ZPX.['",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
265,"etaoinsrhldcmgwyvkufpbxjqz -> JFILKASD;EVURMCW,OP/XQZ['.",bylm  cakunsrt  eiohxpwd  gvzfjq,"JFILKASD;EVURMCW,OP/XQZ['.",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
266,"etaoinsrhldumfpwbkcgyvxjqz -> DKSEF;LJAIVRUMWO,CQ[ZPX/'.",cpou  mlwvhaei  rtsnyxkd  fbzjgq,"DKSEF;LJAIVRUMWO,CQ[ZPX/'.",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
267,"etaoinsrhldcumfpgwybvkxjqz -> DJFES;LKAIVMRUWOC,X/ZPQ['.",xfou  mlpkhiea  trsnvygd  cwzbjq,"DJFES;LKAIVMRUWOC,X/ZPQ['.",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
268,"etaoinsrhldcumfpwygbvkxjqz -> DJSEFKL;AIVMURWO,CQ/ZPX.'[",gfom  ulpkhaei  tnsrvxyd  cwjbzq,"DJSEFKL;AIVMURWO,CQ/ZPX.'[",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
269,"etaoinsrhldcumfpbkgwyvxjqz -> DJSEFKL;AIVMRUOW,CQ/ZPX.'[",gpou  mlfvhaei  tnsryxkd  cbjwzq,"DJSEFKL;AIVMRUOW,CQ/ZPX.'[",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
270,"etaoinsrhldcumfpybgwvkxjqz -> DJFESKL;AIVMRUOWC,X/ZPQ.'[",xpou  mlfkhiea  tnsrvgyd  cbjwzq,"DJFESKL;AIVMRUOWC,X/ZPQ.'[",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
271,"etaoinsrhldumfpgbkcwyvxjqz -> DKSEF;LJAIVURMWO,CQ[ZPX/'.",cpom  ulgvhaei  rtsnyxkd  fbzjwq,"DKSEF;LJAIVURMWO,CQ[ZPX/'.",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
272,"etaoinsrhldcumfpgwybvkxjqz -> DJFESKL;AIVMRUWOC,X/ZPQ.'[",xfou  mlpkhiea  tnsrvygd  cwjbzq,"DJFESKL;AIVMRUWOC,X/ZPQ.'[",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
273,"etaoinsrhldcmgwyvkufpbxjqz -> JFILKDSA;EVURMCW,OP/XQZ.'[",bylm  cakursnt  eiohxpwd  gvjfzq,"JFILKDSA;EVURMCW,OP/XQZ.'[",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
274,"etaoinsrhldcumfwykpgbvxjqz -> DJSEFKL;AIVMURW,COQ/ZPX.'[",pfom  ulkvhaei  tnsrbxyd  cwjgzq,"DJSEFKL;AIVMURW,COQ/ZPX.'[",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
275,"etaoinsrhldcumfpgwybvkxjqz -> DJSEF;LKAIVMRUWOC,Q/ZPX['.",yfou  mlpkhaei  trsnvxgd  cwzbjq,"DJSEF;LKAIVMRUWOC,Q/ZPX['.",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
276,"etaoinsrhldcumfpwygbvkxjqz -> DJFESKL;AIVMURWO,CX/ZPQ.'[",xfom  ulpkhiea  tnsrvgyd  cwjbzq,"DJFESKL;AIVMURWO,CX/ZPQ.'[",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
277,"etaoinsrhldcumfbkxpgwyvjqz -> DJSEFL;KAIVMUROWC,Q/ZPX[.'",pbom  ulfyhaei  trnswvkd  cxqgjz,"DJSEFL;KAIVMUROWC,Q/ZPX[.'",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
278,"etaoinsrhldcumfpwygbvkxjqz -> DJSEFK;LAIVMURWO,CQ/ZPX.['",gfom  ulpkhaei  tnrsvxyd  cwjbqz,"DJSEFK;LAIVMURWO,CQ/ZPX.['",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
279,"etaoinsrhldcmfpwybugvkxjqz -> DKSEF;LJAIVURMW,COQ[ZPX/'.",upom  clbkhaei  rtsnvxyd  fwzjgq,"DKSEF;LJAIVURMW,COQ[ZPX/'.",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
280,"etaoinsrhldcumfpwygbvkxjqz -> DJFESKL;AIVMRUWO,CX/ZPQ.'[",xfou  mlpkhiea  tnsrvgyd  cwjbzq,"DJFESKL;AIVMRUWO,CX/ZPQ.'[",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
281,"etaoinsrhldcumfpgwybvkxjqz -> DJSEFKL;AIVMRUWOC,Q/ZPX.'[",yfou  mlpkhaei  tnsrvxgd  cwjbzq,"DJSEFKL;AIVMRUWOC,Q/ZPX.'[",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
282,"etaoinsrhldcumfpbkgwyvxjqz -> DJSEFKL;AIVMUROW,CQ/ZPX.'[",gpom  ulfvhaei  tnsryxkd  cbjwzq,"DJSEFKL;AIVMUROW,CQ/ZPX.'[",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
283,"etaoinsrhldcumfpwygbvkxjqz -> DJSEFKL;AIVMRUWO,CQ/ZPX.'[",gfou  mlpkhaei  tnsrvxyd  cwjbzq,"DJSEFKL;AIVMRUWO,CQ/ZPX.'[",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
284,"etaoinsrhldcumfpgwybvkxjqz -> DJFES;LKAIVMURWOC,X/ZPQ['.",xfom  ulpkhiea  trsnvygd  cwzbjq,"DJFES;LKAIVMURWOC,X/ZPQ['.",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
285,"etaoinsrhldcmfpwyxugbvkjqz -> DKSEF;LJAIVURMW,COQ[ZPX/'.",upom  clxvhaei  rtsnbkyd  fwzjgq,"DKSEF;LJAIVURMW,COQ[ZPX/'.",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
286,"etaoinsrhldcumfpwygbvkxjqz -> DJSEF;LKAIVMURWO,CQ/ZPX['.",gfom  ulpkhaei  trsnvxyd  cwzbjq,"DJSEF;LKAIVMURWO,CQ/ZPX['.",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
287,"etaoinsrhldumgwykjcfpbvxqz -> FJESDK;LAIMVUR,OWCP/XQZ.['",bkag  mlychoie  tnrsvpju  dwxfqz,"FJESDK;LAIMVUR,OWCP/XQZ.['",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
288,"etaoinsrhldcmfpgwkuybvxjqz -> DKSEF;LJAIVURMWC,OQ[ZPX/'.",upom  clkvhaei  rtsnbxgd  fwzjyq,"DKSEF;LJAIVURMWC,OQ[ZPX/'.",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
289,"etaoinsrhldcumfpybgwvkxjqz -> DJFESLK;AIVMRUOWC,X/ZPQ'.[",xpou  mlfkhiea  tsnrvgyd  cbqwzj,"DJFESLK;AIVMRUOWC,X/ZPQ'.[",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
290,"etaoinsrhldcumfbkxpgwyvjqz -> DJSEFKL;AIVMRUOWC,Q/ZPX.'[",pbou  mlfyhaei  tnsrwvkd  cxjgzq,"DJSEFKL;AIVMRUOWC,Q/ZPX.'[",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
291,"etaoinsrhldcumfpwygbvkxjqz -> DJSEFL;KAIVMURWO,CQ/ZPX[.'",gfom  ulpkhaei  trnsvxyd  cwqbjz,"DJSEFL;KAIVMURWO,CQ/ZPX[.'",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
292,"etaoinsrhldcumfpgwybvkxjqz -> DJSEFL;KAIVMURWOC,Q/ZPX[.'",yfom  ulpkhaei  trnsvxgd  cwqbjz,"DJSEFL;KAIVMURWOC,Q/ZPX[.'",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
293,"etaoinsrhldcumfbkxpgwyvjqz -> DJSEFKL;AIVMUROWC,Q/ZPX.'[",pbom  ulfyhaei  tnsrwvkd  cxjgzq,"DJSEFKL;AIVMUROWC,Q/ZPX.'[",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
294,"etaoinsrhldcumfpgwybvkxjqz -> DJSEFK;LAIVMURWOC,Q/ZPX.['",yfom  ulpkhaei  tnrsvxgd  cwjbqz,"DJSEFK;LAIVMURWOC,Q/ZPX.['",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
295,"etaoinsrhldcmpgwykufbvxjqz -> JFILKASD;EVURMWC,OP/XQZ['.",vglm  cakunsrt  eiohxbwd  pyzfjq,"JFILKASD;EVURMWC,OP/XQZ['.",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
296,"etaoinsrhldcumfbkxpgwyvjqz -> DJSEFK;LAIVMUROWC,Q/ZPX.['",pbom  ulfyhaei  tnrswvkd  cxjgqz,"DJSEFK;LAIVMUROWC,Q/ZPX.['",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
297,"etaoinsrhldcumfpgwybvkxjqz -> DJSEF;LKAIVMURWOC,Q/ZPX['.",yfom  ulpkhaei  trsnvxgd  cwzbjq,"DJSEF;LKAIVMURWOC,Q/ZPX['.",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
298,"etaoinsrhldcumfpgwybvkxjqz -> DJSEFKL;AIVMURWOC,Q/ZPX.'[",yfom  ulpkhaei  tnsrvxgd  cwjbzq,"DJSEFKL;AIVMURWOC,Q/ZPX.'[",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
299,"etaoinsrhldcumfpwygbvkxjqz -> DJFES;LKAIVMRUWO,CX/ZPQ['.",xfou  mlpkhiea  trsnvgyd  cwzbjq,"DJFES;LKAIVMRUWO,CX/ZPQ['.",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
300,"etaoinsrhldumgwykjcfpbvxqz -> FJESDL;KAIMVUR,OWCP/XQZ[.'",bkag  mlychoie  trnsvpju  dwqfxz,"FJESDL;KAIMVUR,OWCP/XQZ[.'",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
301,"etaoinsrhldcumfpwygbvkxjqz -> DJFESLK;AIVMRUWO,CX/ZPQ'.[",xfou  mlpkhiea  tsnrvgyd  cwqbzj,"DJFESLK;AIVMRUWO,CX/ZPQ'.[",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
302,"etaoinsrhldcumfpwygbvkxjqz -> DJFES;LKAIVMURWO,CX/ZPQ['.",xfom  ulpkhiea  trsnvgyd  cwzbjq,"DJFES;LKAIVMURWO,CX/ZPQ['.",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
303,"etaoinsrhldcumfwykpgbvxjqz -> DJSEFKL;AIVMRUW,COQ/ZPX.'[",pfou  mlkvhaei  tnsrbxyd  cwjgzq,"DJSEFKL;AIVMRUW,COQ/ZPX.'[",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
304,"etaoinsrhldcumfwykpgbvxjqz -> DJSEFL;KAIVMURW,COQ/ZPX[.'",pfom  ulkvhaei  trnsbxyd  cwqgjz,"DJSEFL;KAIVMURW,COQ/ZPX[.'",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
305,"etaoinsrhldcumfpbkgwyvxjqz -> DJSEFL;KAIVMUROW,CQ/ZPX[.'",gpom  ulfvhaei  trnsyxkd  cbqwjz,"DJSEFL;KAIVMUROW,CQ/ZPX[.'",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
306,"etaoinsrhldcumfpgwybvkxjqz -> DJFESKL;AIVMURWOC,X/ZPQ.'[",xfom  ulpkhiea  tnsrvygd  cwjbzq,"DJFESKL;AIVMURWOC,X/ZPQ.'[",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
307,"etaoinsrhldcmfpwyvugbkxjqz -> DKSEF;LJAIVURMW,COQ[ZPX/'.",upom  clvkhaei  rtsnbxyd  fwzjgq,"DKSEF;LJAIVURMW,COQ[ZPX/'.",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
308,"etaoinsrhldcmpgwykufbvxjqz -> JFILKDSA;EVURMWC,OP/XQZ.'[",vglm  cakursnt  eiohxbwd  pyjfzq,"JFILKDSA;EVURMWC,OP/XQZ.'[",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
309,"etaoinsrhldcumfpybgwvkxjqz -> DJFESKL;AIVMUROWC,X/ZPQ.'[",xpom  ulfkhiea  tnsrvgyd  cbjwzq,"DJFESKL;AIVMUROWC,X/ZPQ.'[",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
310,"etaoinsrhldcumfpbkgwyvxjqz -> DJSEFK;LAIVMUROW,CQ/ZPX.['",gpom  ulfvhaei  tnrsyxkd  cbjwqz,"DJSEFK;LAIVMUROW,CQ/ZPX.['",0.7459,0.03295848947879469,1.0,0.9305938893720498,1.0,0.7658101364412013
311,"etaoinsrhldcumfpbkgwyvxjqz -> DJSEFKL;AIVMRUOW,CX/ZPQ.'[",xpou  mlfvhaei  tnsrygkd  cbjwzq,"DJSEFKL;AIVMRUOW,CX/ZPQ.'[",0.7396,0.04650602124613065,1.0,0.8857507477133136,1.0,0.7658101364412013
312,"etaoinsrhldcumfpgwybvkxjqz -> DJFESKL;AIVMURWOC,Q/ZPX.'[",yfom  ulpkhiea  tnsrvxgd  cwjbzq,"DJFESKL;AIVMURWOC,Q/ZPX.'[",0.7396,0.04650602124613065,1.0,0.8857507477133136,1.0,0.7658101364412013
313,"etaoinsrhldcumfpgwybvkxjqz -> DJSEFL;KAIVMURWOC,X/ZPQ[.'",xfom  ulpkhaei  trnsvygd  cwqbjz,"DJSEFL;KAIVMURWOC,X/ZPQ[.'",0.7396,0.04650602124613065,1.0,0.8857507477133136,1.0,0.7658101364412013
314,"etaoinsrhldcumfpwygbvkxjqz -> DJSEFKL;AIVMURWO,CX/ZPQ.'[",xfom  ulpkhaei  tnsrvgyd  cwjbzq,"DJSEFKL;AIVMURWO,CX/ZPQ.'[",0.7396,0.04650602124613065,1.0,0.8857507477133136,1.0,0.7658101364412013
315,"etaoinsrhldcmfpykjugwbvxqz -> DJFESKL;AIVMURWOC,Q/ZPX.'[",upof  mlybhiea  tnsrwvkd  cjxgzq,"DJFESKL;AIVMURWOC,Q/ZPX.'[",0.7396,0.04650602124613065,1.0,0.8857507477133136,1.0,0.7658101364412013
316,"etaoinsrhldcumfpbkgwyvxjqz -> DJSEFL;KAIVMUROW,CX/ZPQ[.'",xpom  ulfvhaei  trnsygkd  cbqwjz,"DJSEFL;KAIVMUROW,CX/ZPQ[.'",0.7396,0.04650602124613065,1.0,0.8857507477133136,1.0,0.7658101364412013
317,"etaoinsrhldcmgwyvkufpbxjqz -> JFILKDSA;EVURMCW,OZ/XQP.'[",bylm  cakxrsnt  eiohupwd  gvjfzq,"JFILKDSA;EVURMCW,OZ/XQP.'[",0.7396,0.04650602124613065,1.0,0.8857507477133136,1.0,0.7658101364412013
318,"etaoinsrhldcumfpwygbvkxjqz -> DJFESKL;AIVMRUWO,CQ/ZPX.'[",gfou  mlpkhiea  tnsrvxyd  cwjbzq,"DJFESKL;AIVMRUWO,CQ/ZPX.'[",0.7396,0.04650602124613065,1.0,0.8857507477133136,1.0,0.7658101364412013
319,"etaoinsrhldcumfpgwybvkxjqz -> DJFESLK;AIVMRUWOC,Q/ZPX'.[",yfou  mlpkhiea  tsnrvxgd  cwqbzj,"DJFESLK;AIVMRUWOC,Q/ZPX'.[",0.7396,0.04650602124613065,1.0,0.8857507477133136,1.0,0.7658101364412013
320,"etaoinsrhldcumfpgwybvkxjqz -> DJFES;LKAIVMRUWOC,Q/ZPX['.",yfou  mlpkhiea  trsnvxgd  cwzbjq,"DJFES;LKAIVMRUWOC,Q/ZPX['.",0.7396,0.04650602124613065,1.0,0.8857507477133136,1.0,0.7658101364412013
321,"etaoinsrhldcumfpwygbvkxjqz -> DJFESKL;AIVMURWO,CQ/ZPX.'[",gfom  ulpkhiea  tnsrvxyd  cwjbzq,"DJFESKL;AIVMURWO,CQ/ZPX.'[",0.7396,0.04650602124613065,1.0,0.8857507477133136,1.0,0.7658101364412013
322,"etaoinsrhldcumfpgwybvkxjqz -> DJSEF;LKAIVMRUWOC,X/ZPQ['.",xfou  mlpkhaei  trsnvygd  cwzbjq,"DJSEF;LKAIVMRUWOC,X/ZPQ['.",0.7396,0.04650602124613065,1.0,0.8857507477133136,1.0,0.7658101364412013
323,"etaoinsrhldcumfpwygbvkxjqz -> DJFESLK;AIVMRUWO,CQ/ZPX'.[",gfou  mlpkhiea  tsnrvxyd  cwqbzj,"DJFESLK;AIVMRUWO,CQ/ZPX'.[",0.7396,0.04650602124613065,1.0,0.8857507477133136,1.0,0.7658101364412013
324,"etaoinsrhldcumpykjfgwbvxqz -> DJFESLK;AIVMRUWOC,Q/ZPX'.[",fpou  mlybhiea  tsnrwvkd  cjqgzx,"DJFESLK;AIVMRUWOC,Q/ZPX'.[",0.7396,0.04650602124613065,1.0,0.8857507477133136,1.0,0.7658101364412013
325,"etaoinsrhldcumfpwygbvkxjqz -> DJSEF;LKAIVMRUWO,CX/ZPQ['.",xfou  mlpkhaei  trsnvgyd  cwzbjq,"DJSEF;LKAIVMRUWO,CX/ZPQ['.",0.7396,0.04650602124613065,1.0,0.8857507477133136,1.0,0.7658101364412013
326,"etaoinsrhldcmpgwykufbvxjqz -> JFILKDSA;EVURMWC,OZ/XQP.'[",vglm  cakxrsnt  eiohubwd  pyjfzq,"JFILKDSA;EVURMWC,OZ/XQP.'[",0.7396,0.04650602124613065,1.0,0.8857507477133136,1.0,0.7658101364412013
327,"etaoinsrhldcumfbkxpgwyvjqz -> DJFESLK;AIVMRUOWC,Q/ZPX'.[",pbou  mlfyhiea  tsnrwvkd  cxqgzj,"DJFESLK;AIVMRUOWC,Q/ZPX'.[",0.7396,0.04650602124613065,1.0,0.8857507477133136,1.0,0.7658101364412013
328,"etaoinsrhldcumfpwygbvkxjqz -> DJSEFL;KAIVMURWO,CX/ZPQ[.'",xfom  ulpkhaei  trnsvgyd  cwqbjz,"DJSEFL;KAIVMURWO,CX/ZPQ[.'",0.7396,0.04650602124613065,1.0,0.8857507477133136,1.0,0.7658101364412013
329,"etaoinsrhldcmpgwykufbvxjqz -> JFILKASD;EVURMWC,OZ/XQP['.",vglm  cakxnsrt  eiohubwd  pyzfjq,"JFILKASD;EVURMWC,OZ/XQP['.",0.7396,0.04650602124613065,1.0,0.8857507477133136,1.0,0.7658101364412013
330,"etaoinsrhldcumfpybgwvkxjqz -> DJFESKL;AIVMUROWC,Q/ZPX.'[",gpom  ulfkhiea  tnsrvxyd  cbjwzq,"DJFESKL;AIVMUROWC,Q/ZPX.'[",0.7396,0.04650602124613065,1.0,0.8857507477133136,1.0,0.7658101364412013
331,"etaoinsrhldumfpgkjcwybvxqz -> DKFES;LJAIVRUMWOC,Q[ZPX/'.",cpou  mlgbhiea  rtsnyvkd  fjzxwq,"DKFES;LJAIVRUMWOC,Q[ZPX/'.",0.7396,0.04650602124613065,1.0,0.8857507477133136,1.0,0.7658101364412013
332,"etaoinsrhldcumfpgwybvkxjqz -> DJFESKL;AIVMRUWOC,Q/ZPX.'[",yfou  mlpkhiea  tnsrvxgd  cwjbzq,"DJFESKL;AIVMRUWOC,Q/ZPX.'[",0.7396,0.04650602124613065,1.0,0.8857507477133136,1.0,0.7658101364412013
333,"etaoinsrhldcumfpybgwvkxjqz -> DJFESKL;AIVMRUOWC,Q/ZPX.'[",gpou  mlfkhiea  tnsrvxyd  cbjwzq,"DJFESKL;AIVMRUOWC,Q/ZPX.'[",0.7396,0.04650602124613065,1.0,0.8857507477133136,1.0,0.7658101364412013
